State,Declaration Type,MONTH,YEAR
Louisiana,Major Disaster Declaration,10,2011
Louisiana,Major Disaster Declaration,8,2011
Louisiana,Emergency Declaration,8,2012
Louisiana,Major Disaster Declaration,8,2012
Maine,Major Disaster Declaration,9,1954
Maine,Major Disaster Declaration,2,1970
Maine,Major Disaster Declaration,3,1972
Maine,Major Disaster Declaration,9,1972
Maine,Major Disaster Declaration,5,1973
Maine,Major Disaster Declaration,1,1974
Maine,Fire Management Assistance Declaration,7,1977
Maine,Major Disaster Declaration,2,1978
Maine,Emergency Declaration,9,1980
Maine,Major Disaster Declaration,4,1987
Maine,Major Disaster Declaration,6,1989
Maine,Major Disaster Declaration,4,1991
Maine,Major Disaster Declaration,8,1991
Maine,Major Disaster Declaration,11,1991
Maine,Major Disaster Declaration,3,1992
Maine,Fire Management Assistance Declaration,5,1992
Maine,Major Disaster Declaration,5,1993
Maine,Emergency Declaration,3,1993
Maine,Major Disaster Declaration,5,1994
Maine,Emergency Declaration,10,1996
Maine,Major Disaster Declaration,10,1996
Maine,Major Disaster Declaration,5,1996
Maine,Major Disaster Declaration,3,1996
Maine,Major Disaster Declaration,7,1998
Maine,Major Disaster Declaration,1,1998
Maine,Major Disaster Declaration,1,1999
Maine,Major Disaster Declaration,11,1999
Maine,Major Disaster Declaration,4,2000
Maine,Emergency Declaration,3,2001
Maine,Major Disaster Declaration,5,2001
Maine,Emergency Declaration,3,2003
Maine,Major Disaster Declaration,5,2003
Maine,Major Disaster Declaration,2,2004
Maine,Emergency Declaration,1,2004
Maine,Emergency Declaration,1,2004
Maine,Major Disaster Declaration,6,2005
Maine,Emergency Declaration,9,2005
Maine,Emergency Declaration,4,2005
Maine,Emergency Declaration,4,2005
Maine,Emergency Declaration,3,2005
Maine,Emergency Declaration,3,2005
Maine,Emergency Declaration,2,2006
Maine,Major Disaster Declaration,5,2006
Maine,Major Disaster Declaration,8,2007
Maine,Major Disaster Declaration,4,2007
Maine,Major Disaster Declaration,4,2007
Maine,Major Disaster Declaration,9,2008
Maine,Emergency Declaration,12,2008
Maine,Major Disaster Declaration,5,2008
Maine,Major Disaster Declaration,7,2009
Maine,Major Disaster Declaration,1,2009
Maine,Major Disaster Declaration,7,2010
Maine,Major Disaster Declaration,3,2010
Maine,Major Disaster Declaration,9,2011
Maine,Major Disaster Declaration,2,2011
Maryland,Major Disaster Declaration,3,1962
Maryland,Major Disaster Declaration,8,1971
Maryland,Major Disaster Declaration,6,1972
Maryland,Major Disaster Declaration,10,1975
Maryland,Major Disaster Declaration,10,1976
Maryland,Major Disaster Declaration,1,1977
Maryland,Major Disaster Declaration,9,1979
Maryland,Major Disaster Declaration,9,1986
Maryland,Major Disaster Declaration,8,1989
Maryland,Emergency Declaration,3,1993
Maryland,Major Disaster Declaration,3,1994
Maryland,Major Disaster Declaration,9,1996
Maryland,Major Disaster Declaration,1,1996
Maryland,Major Disaster Declaration,1,1996
Maryland,Major Disaster Declaration,9,1999
Maryland,Major Disaster Declaration,4,2000
Maryland,Major Disaster Declaration,5,2002
Maryland,Emergency Declaration,3,2003
Maryland,Major Disaster Declaration,9,2003
Maryland,Emergency Declaration,9,2005
Maryland,Major Disaster Declaration,7,2006
Maryland,Major Disaster Declaration,5,2010
Maryland,Major Disaster Declaration,2,2010
Maryland,Emergency Declaration,8,2011
Maryland,Major Disaster Declaration,10,2011
Maryland,Major Disaster Declaration,9,2011
Maryland,Emergency Declaration,10,2012
Maryland,Major Disaster Declaration,11,2012
Maryland,Major Disaster Declaration,8,2012
Massachusetts,Major Disaster Declaration,6,1953
Massachusetts,Major Disaster Declaration,9,1954
Massachusetts,Major Disaster Declaration,8,1955
Massachusetts,Major Disaster Declaration,3,1972
Massachusetts,Major Disaster Declaration,9,1972
Massachusetts,Major Disaster Declaration,10,1973
Massachusetts,Major Disaster Declaration,2,1978
Massachusetts,Emergency Declaration,2,1978
Massachusetts,Major Disaster Declaration,12,1981
Massachusetts,Major Disaster Declaration,10,1985
Massachusetts,Major Disaster Declaration,4,1987
Massachusetts,Major Disaster Declaration,11,1991
Massachusetts,Major Disaster Declaration,8,1991
Massachusetts,Major Disaster Declaration,12,1992
Massachusetts,Emergency Declaration,3,1993
Massachusetts,Fire Management Assistance Declaration,9,1995
Massachusetts,Emergency Declaration,10,1996
Massachusetts,Major Disaster Declaration,10,1996
Massachusetts,Major Disaster Declaration,1,1996
Massachusetts,Major Disaster Declaration,6,1998
Massachusetts,Emergency Declaration,12,1999
Massachusetts,Emergency Declaration,3,2001
Massachusetts,Major Disaster Declaration,4,2001
Massachusetts,Emergency Declaration,3,2003
Massachusetts,Emergency Declaration,1,2004
Massachusetts,Major Disaster Declaration,4,2004
Massachusetts,Emergency Declaration,10,2005
Massachusetts,Emergency Declaration,9,2005
Massachusetts,Emergency Declaration,2,2005
Massachusetts,Major Disaster Declaration,11,2005
Massachusetts,Major Disaster Declaration,5,2006
Massachusetts,Major Disaster Declaration,5,2007
Massachusetts,Emergency Declaration,12,2008
Massachusetts,Major Disaster Declaration,1,2009
Massachusetts,Emergency Declaration,9,2010
Massachusetts,Emergency Declaration,5,2010
Massachusetts,Major Disaster Declaration,3,2010
Massachusetts,Emergency Declaration,11,2011
Massachusetts,Emergency Declaration,8,2011
Massachusetts,Major Disaster Declaration,9,2011
Massachusetts,Major Disaster Declaration,6,2011
Massachusetts,Major Disaster Declaration,3,2011
Massachusetts,Emergency Declaration,10,2012
Massachusetts,Major Disaster Declaration,12,2012
Massachusetts,Major Disaster Declaration,1,2012
Michigan,Major Disaster Declaration,6,1953
Michigan,Major Disaster Declaration,6,1953
Michigan,Major Disaster Declaration,4,1956
Michigan,Major Disaster Declaration,4,1965
Michigan,Major Disaster Declaration,12,1972
Michigan,Major Disaster Declaration,4,1972
Michigan,Major Disaster Declaration,4,1973
Michigan,Major Disaster Declaration,4,1974
Michigan,Major Disaster Declaration,9,1975
Michigan,Major Disaster Declaration,4,1975
Michigan,Major Disaster Declaration,3,1976
Michigan,Emergency Declaration,3,1977
Michigan,Emergency Declaration,2,1977
Michigan,Emergency Declaration,1,1978
Michigan,Major Disaster Declaration,9,1980
Michigan,Major Disaster Declaration,5,1980
Michigan,Major Disaster Declaration,3,1982
Michigan,Major Disaster Declaration,9,1985
Michigan,Major Disaster Declaration,9,1986
Michigan,Major Disaster Declaration,5,1994
Michigan,Major Disaster Declaration,7,1996
Michigan,Major Disaster Declaration,7,1997
Michigan,Major Disaster Declaration,8,1998
Michigan,Major Disaster Declaration,6,1998
Michigan,Emergency Declaration,1,1999
Michigan,Fire Management Assistance Declaration,5,1999
Michigan,Major Disaster Declaration,10,2000
Michigan,Emergency Declaration,1,2001
Michigan,Major Disaster Declaration,5,2002
Michigan,Emergency Declaration,9,2003
Michigan,Major Disaster Declaration,6,2004
Michigan,Emergency Declaration,9,2005
Michigan,Major Disaster Declaration,7,2008
Minnesota,Major Disaster Declaration,6,1957
Minnesota,Major Disaster Declaration,4,1965
Minnesota,Major Disaster Declaration,3,1966
Minnesota,Major Disaster Declaration,9,1968
Minnesota,Major Disaster Declaration,8,1968
Minnesota,Major Disaster Declaration,8,1969
Minnesota,Major Disaster Declaration,4,1969
Minnesota,Major Disaster Declaration,7,1970
Minnesota,Major Disaster Declaration,8,1972
Minnesota,Major Disaster Declaration,8,1972
Minnesota,Major Disaster Declaration,7,1974
Minnesota,Major Disaster Declaration,6,1974
Minnesota,Major Disaster Declaration,7,1975
Minnesota,Major Disaster Declaration,7,1975
Minnesota,Emergency Declaration,6,1976
Minnesota,Fire Management Assistance Declaration,10,1976
Minnesota,Fire Management Assistance Declaration,9,1976
Minnesota,Fire Management Assistance Declaration,9,1976
Minnesota,Fire Management Assistance Declaration,9,1976
Minnesota,Fire Management Assistance Declaration,9,1976
Minnesota,Fire Management Assistance Declaration,9,1976
Minnesota,Fire Management Assistance Declaration,9,1976
Minnesota,Major Disaster Declaration,7,1978
Minnesota,Major Disaster Declaration,4,1978
Minnesota,Major Disaster Declaration,4,1979
Minnesota,Major Disaster Declaration,8,1987
Minnesota,Major Disaster Declaration,5,1989
Minnesota,Major Disaster Declaration,12,1991
Minnesota,Major Disaster Declaration,6,1992
Minnesota,Major Disaster Declaration,6,1993
Minnesota,Major Disaster Declaration,8,1995
Minnesota,Major Disaster Declaration,6,1996
Minnesota,Major Disaster Declaration,1,1996
Minnesota,Major Disaster Declaration,8,1997
Minnesota,Major Disaster Declaration,4,1997
Minnesota,Major Disaster Declaration,1,1997
Minnesota,Major Disaster Declaration,1,1997
Minnesota,Major Disaster Declaration,6,1998
Minnesota,Major Disaster Declaration,4,1998
Minnesota,Major Disaster Declaration,8,1999
Minnesota,Major Disaster Declaration,7,1999
Minnesota,Major Disaster Declaration,6,2000
Minnesota,Fire Management Assistance Declaration,10,2000
Minnesota,Major Disaster Declaration,5,2001
Minnesota,Major Disaster Declaration,6,2002
Minnesota,Fire Management Assistance Declaration,6,2002
Minnesota,Major Disaster Declaration,10,2004
Minnesota,Emergency Declaration,9,2005
Minnesota,Major Disaster Declaration,6,2006
Minnesota,Major Disaster Declaration,1,2006
Minnesota,Emergency Declaration,8,2007
Minnesota,Major Disaster Declaration,8,2007
Minnesota,Major Disaster Declaration,6,2008
Minnesota,Emergency Declaration,3,2009
Minnesota,Major Disaster Declaration,4,2009
Minnesota,Major Disaster Declaration,7,2010
Minnesota,Emergency Declaration,3,2010
Minnesota,Major Disaster Declaration,10,2010
Minnesota,Major Disaster Declaration,4,2010
Minnesota,Major Disaster Declaration,7,2011
Minnesota,Major Disaster Declaration,6,2011
Minnesota,Major Disaster Declaration,5,2011
Minnesota,Major Disaster Declaration,7,2012
Mississippi,Major Disaster Declaration,12,1953
Mississippi,Major Disaster Declaration,2,1961
Mississippi,Major Disaster Declaration,10,1962
Mississippi,Major Disaster Declaration,9,1965
Mississippi,Major Disaster Declaration,8,1969
Mississippi,Major Disaster Declaration,2,1971
Mississippi,Major Disaster Declaration,1,1972
Mississippi,Major Disaster Declaration,3,1973
Mississippi,Major Disaster Declaration,4,1974
Mississippi,Emergency Declaration,4,1975
Mississippi,Emergency Declaration,1,1975
Mississippi,Major Disaster Declaration,1,1975
Mississippi,Major Disaster Declaration,4,1976
Mississippi,Emergency Declaration,2,1977
Mississippi,Emergency Declaration,4,1978
Mississippi,Emergency Declaration,4,1979
Mississippi,Major Disaster Declaration,4,1979
Mississippi,Major Disaster Declaration,9,1979
Mississippi,Major Disaster Declaration,4,1980
Mississippi,Emergency Declaration,4,1982
Mississippi,Major Disaster Declaration,6,1983
Mississippi,Major Disaster Declaration,4,1983
Mississippi,Emergency Declaration,12,1983
Mississippi,Major Disaster Declaration,4,1984
Mississippi,Major Disaster Declaration,9,1985
Mississippi,Major Disaster Declaration,3,1987
Mississippi,Major Disaster Declaration,2,1990
Mississippi,Major Disaster Declaration,5,1991
Mississippi,Major Disaster Declaration,1,1991
Mississippi,Major Disaster Declaration,3,1991
Mississippi,Major Disaster Declaration,10,1992
Mississippi,Major Disaster Declaration,11,1992
Mississippi,Major Disaster Declaration,3,1992
Mississippi,Major Disaster Declaration,2,1994
Mississippi,Major Disaster Declaration,5,1995
Mississippi,Major Disaster Declaration,6,1997
Mississippi,Emergency Declaration,9,1998
Mississippi,Major Disaster Declaration,10,1998
Mississippi,Major Disaster Declaration,1,1999
Mississippi,Major Disaster Declaration,12,2001
Mississippi,Major Disaster Declaration,6,2001
Mississippi,Major Disaster Declaration,4,2001
Mississippi,Major Disaster Declaration,2,2001
Mississippi,Major Disaster Declaration,11,2002
Mississippi,Major Disaster Declaration,10,2002
Mississippi,Major Disaster Declaration,5,2003
Mississippi,Major Disaster Declaration,4,2003
Mississippi,Major Disaster Declaration,9,2004
Mississippi,Emergency Declaration,8,2005
Mississippi,Major Disaster Declaration,8,2005
Mississippi,Major Disaster Declaration,7,2005
Mississippi,Emergency Declaration,8,2008
Mississippi,Major Disaster Declaration,9,2008
Mississippi,Major Disaster Declaration,5,2008
Mississippi,Major Disaster Declaration,5,2008
Mississippi,Major Disaster Declaration,5,2009
Mississippi,Major Disaster Declaration,5,2010
Mississippi,Major Disaster Declaration,4,2010
Mississippi,Major Disaster Declaration,4,2011
Mississippi,Emergency Declaration,5,2011
Mississippi,Major Disaster Declaration,5,2011
Mississippi,Emergency Declaration,8,2012
Mississippi,Major Disaster Declaration,8,2012
Missouri,Major Disaster Declaration,5,1957
Missouri,Major Disaster Declaration,4,1960
Missouri,Major Disaster Declaration,5,1961
Missouri,Major Disaster Declaration,7,1964
Missouri,Major Disaster Declaration,7,1965
Missouri,Major Disaster Declaration,6,1965
Missouri,Major Disaster Declaration,4,1973
Missouri,Major Disaster Declaration,11,1973
Missouri,Major Disaster Declaration,6,1974
Missouri,Major Disaster Declaration,5,1975
Missouri,Major Disaster Declaration,7,1976
Missouri,Emergency Declaration,9,1976
Missouri,Major Disaster Declaration,9,1977
Missouri,Major Disaster Declaration,5,1977
Missouri,Major Disaster Declaration,4,1979
Missouri,Emergency Declaration,3,1979
Missouri,Major Disaster Declaration,5,1980
Missouri,Major Disaster Declaration,12,1982
Missouri,Major Disaster Declaration,8,1982
Missouri,Major Disaster Declaration,6,1984
Missouri,Major Disaster Declaration,10,1986
Missouri,Major Disaster Declaration,5,1990
Missouri,Major Disaster Declaration,12,1993
Missouri,Major Disaster Declaration,5,1993
Missouri,Major Disaster Declaration,7,1993
Missouri,Major Disaster Declaration,4,1994
Missouri,Major Disaster Declaration,6,1995
Missouri,Major Disaster Declaration,10,1998
Missouri,Major Disaster Declaration,10,1998
Missouri,Major Disaster Declaration,4,1999
Missouri,Fire Management Assistance Declaration,3,2000
Missouri,Major Disaster Declaration,5,2000
Missouri,Major Disaster Declaration,5,2002
Missouri,Major Disaster Declaration,2,2002
Missouri,Major Disaster Declaration,5,2003
Missouri,Major Disaster Declaration,6,2004
Missouri,Emergency Declaration,9,2005
Missouri,Major Disaster Declaration,4,2006
Missouri,Major Disaster Declaration,3,2006
Missouri,Emergency Declaration,7,2006
Missouri,Major Disaster Declaration,12,2006
Missouri,Major Disaster Declaration,11,2006
Missouri,Emergency Declaration,12,2007
Missouri,Major Disaster Declaration,12,2007
Missouri,Major Disaster Declaration,9,2007
Missouri,Major Disaster Declaration,6,2007
Missouri,Major Disaster Declaration,1,2007
Missouri,Major Disaster Declaration,11,2008
Missouri,Major Disaster Declaration,2,2008
Missouri,Major Disaster Declaration,6,2008
Missouri,Major Disaster Declaration,5,2008
Missouri,Major Disaster Declaration,3,2008
Missouri,Major Disaster Declaration,3,2008
Missouri,Major Disaster Declaration,6,2009
Missouri,Emergency Declaration,1,2009
Missouri,Major Disaster Declaration,2,2009
Missouri,Major Disaster Declaration,8,2010
Missouri,Major Disaster Declaration,5,2011
Missouri,Emergency Declaration,6,2011
Missouri,Emergency Declaration,2,2011
Missouri,Major Disaster Declaration,8,2011
Missouri,Major Disaster Declaration,3,2011
Montana,Major Disaster Declaration,6,1953
Montana,Major Disaster Declaration,12,1964
Montana,Major Disaster Declaration,6,1964
Montana,Fire Management Assistance Declaration,8,1973
Montana,Fire Management Assistance Declaration,8,1973
Montana,Fire Management Assistance Declaration,8,1973
Montana,Major Disaster Declaration,1,1974
Montana,Major Disaster Declaration,6,1975
Montana,Emergency Declaration,8,1977
Montana,Fire Management Assistance Declaration,7,1977
Montana,Major Disaster Declaration,5,1978
Montana,Fire Management Assistance Declaration,8,1979
Montana,Major Disaster Declaration,5,1981
Montana,Fire Management Assistance Declaration,8,1984
Montana,Fire Management Assistance Declaration,8,1984
Montana,Fire Management Assistance Declaration,8,1984
Montana,Major Disaster Declaration,3,1986
Montana,Major Disaster Declaration,10,1986
Montana,Fire Management Assistance Declaration,8,1994
Montana,Fire Management Assistance Declaration,8,1994
Montana,Fire Management Assistance Declaration,9,1996
Montana,Major Disaster Declaration,5,1996
Montana,Major Disaster Declaration,2,1996
Montana,Major Disaster Declaration,7,1997
Montana,Fire Management Assistance Declaration,7,1999
Montana,Fire Management Assistance Declaration,8,2000
Montana,Fire Management Assistance Declaration,8,2000
Montana,Fire Management Assistance Declaration,8,2000
Montana,Fire Management Assistance Declaration,8,2000
Montana,Fire Management Assistance Declaration,8,2000
Montana,Fire Management Assistance Declaration,7,2000
Montana,Major Disaster Declaration,12,2000
Montana,Major Disaster Declaration,8,2000
Montana,Major Disaster Declaration,7,2001
Montana,Major Disaster Declaration,5,2001
Montana,Major Disaster Declaration,7,2002
Montana,Fire Management Assistance Declaration,8,2003
Montana,Fire Management Assistance Declaration,8,2003
Montana,Fire Management Assistance Declaration,8,2003
Montana,Fire Management Assistance Declaration,8,2003
Montana,Fire Management Assistance Declaration,7,2003
Montana,Fire Management Assistance Declaration,7,2003
Montana,Fire Management Assistance Declaration,7,2003
Montana,Emergency Declaration,9,2005
Montana,Fire Management Assistance Declaration,8,2006
Montana,Fire Management Assistance Declaration,8,2006
Montana,Fire Management Assistance Declaration,7,2006
Montana,Fire Management Assistance Declaration,9,2007
Montana,Fire Management Assistance Declaration,8,2007
Montana,Fire Management Assistance Declaration,8,2007
Montana,Fire Management Assistance Declaration,8,2007
Montana,Major Disaster Declaration,6,2008
Montana,Fire Management Assistance Declaration,9,2009
Montana,Major Disaster Declaration,7,2010
Montana,Fire Management Assistance Declaration,8,2011
Montana,Major Disaster Declaration,6,2011
Montana,Fire Management Assistance Declaration,9,2012
Montana,Fire Management Assistance Declaration,8,2012
Montana,Fire Management Assistance Declaration,6,2012
Montana,Fire Management Assistance Declaration,6,2012
Montana,Fire Management Assistance Declaration,6,2012
Montana,Major Disaster Declaration,8,2012
Nebraska,Major Disaster Declaration,4,1960
Nebraska,Major Disaster Declaration,9,1962
Nebraska,Major Disaster Declaration,5,1962
Nebraska,Major Disaster Declaration,7,1963
Nebraska,Major Disaster Declaration,7,1964
Nebraska,Major Disaster Declaration,8,1966
Nebraska,Major Disaster Declaration,7,1967
Nebraska,Major Disaster Declaration,7,1971
Nebraska,Major Disaster Declaration,2,1971
Nebraska,Major Disaster Declaration,10,1973
Nebraska,Major Disaster Declaration,5,1975
Nebraska,Major Disaster Declaration,4,1976
Nebraska,Emergency Declaration,1,1977
Nebraska,Major Disaster Declaration,3,1978
Nebraska,Major Disaster Declaration,6,1980
Nebraska,Major Disaster Declaration,7,1984
Nebraska,Major Disaster Declaration,7,1984
Nebraska,Major Disaster Declaration,7,1990
Nebraska,Major Disaster Declaration,5,1991
Nebraska,Major Disaster Declaration,8,1992
Nebraska,Major Disaster Declaration,4,1993
Nebraska,Major Disaster Declaration,7,1993
Nebraska,Major Disaster Declaration,5,1994
Nebraska,Major Disaster Declaration,6,1996
Nebraska,Major Disaster Declaration,11,1997
Nebraska,Major Disaster Declaration,8,1999
Nebraska,Major Disaster Declaration,10,2001
Nebraska,Major Disaster Declaration,5,2001
Nebraska,Major Disaster Declaration,7,2003
Nebraska,Major Disaster Declaration,5,2004
Nebraska,Emergency Declaration,9,2005
Nebraska,Major Disaster Declaration,6,2005
Nebraska,Fire Management Assistance Declaration,7,2006
Nebraska,Fire Management Assistance Declaration,7,2006
Nebraska,Fire Management Assistance Declaration,7,2006
Nebraska,Major Disaster Declaration,1,2006
Nebraska,Major Disaster Declaration,6,2007
Nebraska,Major Disaster Declaration,8,2007
Nebraska,Major Disaster Declaration,7,2007
Nebraska,Major Disaster Declaration,1,2007
Nebraska,Major Disaster Declaration,7,2008
Nebraska,Major Disaster Declaration,6,2008
Nebraska,Major Disaster Declaration,5,2008
Nebraska,Major Disaster Declaration,1,2008
Nebraska,Major Disaster Declaration,7,2009
Nebraska,Major Disaster Declaration,12,2009
Nebraska,Major Disaster Declaration,10,2010
Nebraska,Major Disaster Declaration,4,2010
Nebraska,Major Disaster Declaration,7,2010
Nebraska,Major Disaster Declaration,2,2010
Nebraska,Major Disaster Declaration,8,2011
Nebraska,Emergency Declaration,6,2011
Nebraska,Fire Management Assistance Declaration,4,2011
Nebraska,Major Disaster Declaration,8,2011
Nebraska,Fire Management Assistance Declaration,8,2012
Nevada,Major Disaster Declaration,7,1954
Nevada,Major Disaster Declaration,12,1955
Nevada,Major Disaster Declaration,6,1955
Nevada,Major Disaster Declaration,8,1956
Nevada,Major Disaster Declaration,2,1962
Nevada,Major Disaster Declaration,2,1963
Nevada,Major Disaster Declaration,1,1965
Nevada,Major Disaster Declaration,4,1969
Nevada,Emergency Declaration,6,1977
Nevada,Fire Management Assistance Declaration,6,1979
Nevada,Major Disaster Declaration,8,1981
Nevada,Fire Management Assistance Declaration,8,1981
Nevada,Fire Management Assistance Declaration,7,1983
Nevada,Major Disaster Declaration,9,1984
Nevada,Major Disaster Declaration,2,1986
Nevada,Fire Management Assistance Declaration,8,1994
Nevada,Fire Management Assistance Declaration,8,1996
Nevada,Fire Management Assistance Declaration,8,1996
Nevada,Fire Management Assistance Declaration,8,1996
Nevada,Fire Management Assistance Declaration,6,1996
Nevada,Major Disaster Declaration,1,1997
Nevada,Fire Management Assistance Declaration,8,1999
Nevada,Fire Management Assistance Declaration,8,1999
Nevada,Fire Management Assistance Declaration,8,1999
Nevada,Fire Management Assistance Declaration,7,1999
Nevada,Fire Management Assistance Declaration,6,1999
Nevada,Major Disaster Declaration,7,1999
Nevada,Fire Management Assistance Declaration,8,2000
Nevada,Fire Management Assistance Declaration,6,2000
Nevada,Fire Management Assistance Declaration,1,2000
Nevada,Fire Management Assistance Declaration,8,2001
Nevada,Fire Management Assistance Declaration,7,2001
Nevada,Fire Management Assistance Declaration,7,2002
Nevada,Fire Management Assistance Declaration,7,2002
Nevada,Fire Management Assistance Declaration,7,2002
Nevada,Fire Management Assistance Declaration,6,2002
Nevada,Fire Management Assistance Declaration,9,2003
Nevada,Fire Management Assistance Declaration,7,2003
Nevada,Fire Management Assistance Declaration,7,2003
Nevada,Fire Management Assistance Declaration,6,2003
Nevada,Fire Management Assistance Declaration,8,2004
Nevada,Fire Management Assistance Declaration,7,2004
Nevada,Fire Management Assistance Declaration,7,2004
Nevada,Fire Management Assistance Declaration,6,2004
Nevada,Major Disaster Declaration,8,2004
Nevada,Emergency Declaration,9,2005
Nevada,Emergency Declaration,2,2005
Nevada,Emergency Declaration,2,2005
Nevada,Fire Management Assistance Declaration,8,2005
Nevada,Fire Management Assistance Declaration,8,2005
Nevada,Fire Management Assistance Declaration,7,2005
Nevada,Fire Management Assistance Declaration,7,2005
Nevada,Fire Management Assistance Declaration,6,2005
Nevada,Major Disaster Declaration,3,2005
Nevada,Fire Management Assistance Declaration,11,2006
Nevada,Fire Management Assistance Declaration,8,2006
Nevada,Fire Management Assistance Declaration,8,2006
Nevada,Fire Management Assistance Declaration,6,2006
Nevada,Fire Management Assistance Declaration,6,2006
Nevada,Fire Management Assistance Declaration,6,2006
Nevada,Major Disaster Declaration,2,2006
Nevada,Fire Management Assistance Declaration,7,2007
Nevada,Fire Management Assistance Declaration,7,2007
Nevada,Fire Management Assistance Declaration,7,2007
Nevada,Fire Management Assistance Declaration,7,2007
Nevada,Fire Management Assistance Declaration,7,2007
Nevada,Major Disaster Declaration,1,2008
Nevada,Fire Management Assistance Declaration,7,2009
Nevada,Fire Management Assistance Declaration,7,2010
Nevada,Fire Management Assistance Declaration,11,2011
Nevada,Fire Management Assistance Declaration,10,2011
Nevada,Fire Management Assistance Declaration,9,2011
Nevada,Fire Management Assistance Declaration,5,2012
Nevada,Fire Management Assistance Declaration,1,2012
New Hampshire,Major Disaster Declaration,7,1953
New Hampshire,Major Disaster Declaration,3,1972
New Hampshire,Major Disaster Declaration,7,1973
New Hampshire,Major Disaster Declaration,1,1974
New Hampshire,Major Disaster Declaration,2,1978
New Hampshire,Emergency Declaration,3,1979
New Hampshire,Major Disaster Declaration,8,1986
New Hampshire,Major Disaster Declaration,4,1987
New Hampshire,Major Disaster Declaration,8,1990
New Hampshire,Major Disaster Declaration,9,1991
New Hampshire,Major Disaster Declaration,11,1991
New Hampshire,Emergency Declaration,3,1993
New Hampshire,Major Disaster Declaration,10,1996
New Hampshire,Major Disaster Declaration,1,1996
New Hampshire,Major Disaster Declaration,7,1998
New Hampshire,Major Disaster Declaration,1,1998
New Hampshire,Major Disaster Declaration,10,1999
New Hampshire,Emergency Declaration,3,2001
New Hampshire,Emergency Declaration,3,2003
New Hampshire,Major Disaster Declaration,9,2003
New Hampshire,Emergency Declaration,1,2004
New Hampshire,Emergency Declaration,9,2005
New Hampshire,Emergency Declaration,4,2005
New Hampshire,Emergency Declaration,3,2005
New Hampshire,Emergency Declaration,3,2005
New Hampshire,Major Disaster Declaration,10,2005
New Hampshire,Major Disaster Declaration,5,2006
New Hampshire,Major Disaster Declaration,4,2007
New Hampshire,Major Disaster Declaration,8,2008
New Hampshire,Emergency Declaration,12,2008
New Hampshire,Major Disaster Declaration,10,2008
New Hampshire,Major Disaster Declaration,9,2008
New Hampshire,Major Disaster Declaration,1,2009
New Hampshire,Major Disaster Declaration,5,2010
New Hampshire,Major Disaster Declaration,3,2010
New Hampshire,Emergency Declaration,11,2011
New Hampshire,Emergency Declaration,8,2011
New Hampshire,Major Disaster Declaration,12,2011
New Hampshire,Major Disaster Declaration,9,2011
New Hampshire,Major Disaster Declaration,7,2011
New Hampshire,Emergency Declaration,10,2012
New Hampshire,Major Disaster Declaration,11,2012
New Hampshire,Major Disaster Declaration,6,2012
New Jersey,Major Disaster Declaration,8,1955
New Jersey,Major Disaster Declaration,3,1962
New Jersey,Major Disaster Declaration,8,1965
New Jersey,Major Disaster Declaration,6,1968
New Jersey,Major Disaster Declaration,9,1971
New Jersey,Major Disaster Declaration,8,1973
New Jersey,Emergency Declaration,12,1974
New Jersey,Major Disaster Declaration,7,1975
New Jersey,Major Disaster Declaration,8,1976
New Jersey,Major Disaster Declaration,2,1977
New Jersey,Emergency Declaration,10,1980
New Jersey,Major Disaster Declaration,4,1984
New Jersey,Major Disaster Declaration,10,1985
New Jersey,Major Disaster Declaration,12,1992
New Jersey,Major Disaster Declaration,3,1992
New Jersey,Emergency Declaration,3,1993
New Jersey,Major Disaster Declaration,11,1996
New Jersey,Major Disaster Declaration,1,1996
New Jersey,Major Disaster Declaration,9,1997
New Jersey,Major Disaster Declaration,3,1998
New Jersey,Emergency Declaration,9,1999
New Jersey,Emergency Declaration,9,1999
New Jersey,Major Disaster Declaration,9,1999
New Jersey,Major Disaster Declaration,8,2000
New Jersey,Emergency Declaration,11,2000
New Jersey,Emergency Declaration,9,2001
New Jersey,Fire Management Assistance Declaration,6,2002
New Jersey,Emergency Declaration,9,2003
New Jersey,Emergency Declaration,3,2003
New Jersey,Major Disaster Declaration,10,2004
New Jersey,Major Disaster Declaration,7,2004
New Jersey,Emergency Declaration,9,2005
New Jersey,Major Disaster Declaration,4,2005
New Jersey,Major Disaster Declaration,7,2006
New Jersey,Fire Management Assistance Declaration,5,2007
New Jersey,Major Disaster Declaration,4,2007
New Jersey,Major Disaster Declaration,12,2009
New Jersey,Major Disaster Declaration,4,2010
New Jersey,Major Disaster Declaration,3,2010
New Jersey,Major Disaster Declaration,2,2010
New Jersey,Emergency Declaration,8,2011
New Jersey,Major Disaster Declaration,11,2011
New Jersey,Major Disaster Declaration,10,2011
New Jersey,Major Disaster Declaration,9,2011
New Jersey,Major Disaster Declaration,8,2011
New Jersey,Major Disaster Declaration,2,2011
New Jersey,Emergency Declaration,10,2012
New Jersey,Major Disaster Declaration,10,2012
New Jersey,Major Disaster Declaration,7,2012
New Mexico,Major Disaster Declaration,10,1954
New Mexico,Major Disaster Declaration,8,1955
New Mexico,Major Disaster Declaration,7,1965
New Mexico,Major Disaster Declaration,11,1972
New Mexico,Major Disaster Declaration,9,1972
New Mexico,Major Disaster Declaration,8,1972
New Mexico,Major Disaster Declaration,5,1973
